details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/46352149?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/45431850?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/37954537?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/46136061?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/32739950?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/20130895?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/10811286?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/34896094?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/10030003?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/46366975?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/31352064?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/43720695?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
details_page,amenities_page,link
-1,-1,http://airbnb.com/rooms/17612948?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/32059078?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/13872533?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/2450970?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/46388780?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=35b8be5f-217e-47f6-b52f-43582bb159e1
-1,-1,http://airbnb.com/rooms/21892711?check_in=2020-12-24&check_out=2020-12-25&previous_page_section_name=1000&federated_search_id=e681fbb5-add9-48d8-992b-9366f6be6d80
